"","week","year","Province","civil","milit","nomale","fsa","population","duration","civil_lag","milit_lag"
"1",12,2011," Aleppo",0,0,0,0,5927000,1,NA,NA
"2",13,2011," Aleppo",0,0,0,0,5927000,2,0,0
"3",14,2011," Aleppo",0,0,0,0,5927000,3,0,0
"4",15,2011," Aleppo",0,0,0,0,5927000,4,0,0
"5",16,2011," Aleppo",0,0,0,0,5927000,5,0,0
"6",17,2011," Aleppo",0,0,0,0,5927000,6,0,0
"7",18,2011," Aleppo",0,0,0,0,5927000,7,0,0
"8",19,2011," Aleppo",0,0,0,0,5927000,8,0,0
"9",20,2011," Aleppo",0,0,0,0,5927000,9,0,0
"10",21,2011," Aleppo",0,0,0,0,5927000,10,0,0
"11",22,2011," Aleppo",0,0,0,0,5927000,11,0,0
"12",23,2011," Aleppo",0,0,0,0,5927000,12,0,0
"13",24,2011," Aleppo",0,0,0,0,5927000,13,0,0
"14",25,2011," Aleppo",0,0,0,0,5927000,14,0,0
"15",26,2011," Aleppo",0,0,0,0,5927000,15,0,0
"16",27,2011," Aleppo",0,0,0,0,5927000,16,0,0
"17",28,2011," Aleppo",0,0,0,0,5927000,17,0,0
"18",29,2011," Aleppo",0,0,0,0,5927000,18,0,0
"19",30,2011," Aleppo",0,0,0,0,5927000,19,0,0
"20",31,2011," Aleppo",0,0,0,0,5927000,20,0,0
"21",32,2011," Aleppo",0,0,0,0,5927000,21,0,0
"22",33,2011," Aleppo",0,0,0,0,5927000,22,0,0
"23",34,2011," Aleppo",0,0,0,0,5927000,23,0,0
"24",35,2011," Aleppo",0,0,0,0,5927000,24,0,0
"25",36,2011," Aleppo",0,0,0,0,5927000,25,0,0
"26",37,2011," Aleppo",0,0,0,0,5927000,26,0,0
"27",38,2011," Aleppo",0,0,0,0,5927000,27,0,0
"28",39,2011," Aleppo",0,0,0,0,5927000,28,0,0
"29",40,2011," Aleppo",0,0,0,0,5927000,29,0,0
"30",41,2011," Aleppo",0,0,0,0,5927000,30,0,0
"31",42,2011," Aleppo",0,0,0,0,5927000,31,0,0
"32",43,2011," Aleppo",0,0,0,0,5927000,32,0,0
"33",44,2011," Aleppo",0,0,0,0,5927000,33,0,0
"34",45,2011," Aleppo",0,0,0,0,5927000,34,0,0
"35",46,2011," Aleppo",0,0,0,0,5927000,35,0,0
"36",47,2011," Aleppo",0,0,0,0,5927000,36,0,0
"37",48,2011," Aleppo",0,0,0,0,5927000,37,0,0
"38",49,2011," Aleppo",0,0,0,0,5927000,38,0,0
"39",50,2011," Aleppo",0,0,0,0,5927000,39,0,0
"40",51,2011," Aleppo",0,0,0,0,5927000,40,0,0
"41",52,2011," Aleppo",0,0,0,0,5927000,41,0,0
"42",53,2011," Aleppo",0,0,0,0,5927000,42,0,0
"43",1,2012," Aleppo",0,0,0,0,5927000,43,0,0
"44",2,2012," Aleppo",0,0,0,0,5927000,44,0,0
"45",3,2012," Aleppo",0,0,0,0,5927000,45,0,0
"46",4,2012," Aleppo",0,0,0,0,5927000,46,0,0
"47",5,2012," Aleppo",0,0,0,0,5927000,47,0,0
"48",6,2012," Aleppo",0,0,0,0,5927000,48,0,0
"49",7,2012," Aleppo",0,0,0,0,5927000,49,0,0
"50",8,2012," Aleppo",3,10,1,1,5927000,50,0,0
"51",9,2012," Aleppo",15,3,1,2,5927000,51,3,10
"52",10,2012," Aleppo",0,0,0,0,5927000,52,15,3
"53",11,2012," Aleppo",4,9,1,5,5927000,53,0,0
"54",12,2012," Aleppo",0,0,0,0,5927000,54,4,9
"55",13,2012," Aleppo",0,0,0,0,5927000,55,0,0
"56",14,2012," Aleppo",0,0,0,0,5927000,56,0,0
"57",15,2012," Aleppo",0,0,0,0,5927000,57,0,0
"58",16,2012," Aleppo",11,6,1,2,5927000,58,0,0
"59",17,2012," Aleppo",5,4,1,4,5927000,59,11,6
"60",18,2012," Aleppo",2,3,1,2,5927000,60,5,4
"61",19,2012," Aleppo",0,0,0,0,5927000,61,2,3
"62",20,2012," Aleppo",0,0,0,0,5927000,62,0,0
"63",21,2012," Aleppo",11,12,5,1,5927000,63,0,0
"64",22,2012," Aleppo",10,12,1,5,5927000,64,11,12
"65",23,2012," Aleppo",0,0,0,0,5927000,65,10,12
"66",24,2012," Aleppo",18,20,6,4,5927000,66,0,0
"67",25,2012," Aleppo",13,8,4,3,5927000,67,18,20
"68",26,2012," Aleppo",17,10,4,1,5927000,68,13,8
"69",27,2012," Aleppo",28,6,6,2,5927000,69,17,10
"70",28,2012," Aleppo",11,11,2,15,5927000,70,28,6
"71",29,2012," Aleppo",52,22,4,23,5927000,71,11,11
"72",30,2012," Aleppo",80,24,14,9,5927000,72,52,22
"73",31,2012," Aleppo",39,10,6,15,5927000,73,80,24
"74",31,2012," Aleppo",23,9,7,2,5927000,73,39,10
"75",32,2012," Aleppo",132,13,32,23,5927000,74,23,9
"76",33,2012," Aleppo",97,22,20,12,5927000,75,132,13
"77",34,2012," Aleppo",96,9,25,11,5927000,76,97,22
"78",35,2012," Aleppo",59,15,8,11,5927000,77,96,9
"79",36,2012," Aleppo",121,11,43,14,5927000,78,59,15
"80",37,2012," Aleppo",153,7,26,22,5927000,79,121,11
"81",38,2012," Aleppo",109,6,39,28,5927000,80,153,7
"82",39,2012," Aleppo",122,12,32,15,5927000,81,109,6
"83",40,2012," Aleppo",23,4,4,9,5927000,82,122,12
"84",40,2012," Aleppo",79,7,17,15,5927000,82,23,4
"85",41,2012," Aleppo",102,11,23,19,5927000,83,79,7
"86",42,2012," Aleppo",73,6,12,25,5927000,84,102,11
"87",43,2012," Aleppo",55,8,13,26,5927000,85,73,6
"88",44,2012," Aleppo",46,2,17,14,5927000,86,55,8
"89",44,2012," Aleppo",37,4,3,5,5927000,86,46,2
"90",45,2012," Aleppo",63,9,11,29,5927000,87,37,4
"91",46,2012," Aleppo",37,14,5,26,5927000,88,63,9
"92",47,2012," Aleppo",59,6,14,29,5927000,89,37,14
"93",48,2012," Aleppo",60,9,20,24,5927000,90,59,6
"94",12,2011," Damascus",0,0,0,0,1780000,1,NA,NA
"95",13,2011," Damascus",0,0,0,0,1780000,2,0,0
"96",14,2011," Damascus",0,0,0,0,1780000,3,0,0
"97",15,2011," Damascus",0,0,0,0,1780000,4,0,0
"98",16,2011," Damascus",0,0,0,0,1780000,5,0,0
"99",17,2011," Damascus",0,0,0,0,1780000,6,0,0
"100",18,2011," Damascus",0,0,0,0,1780000,7,0,0
"101",19,2011," Damascus",0,0,0,0,1780000,8,0,0
"102",20,2011," Damascus",0,0,0,0,1780000,9,0,0
"103",21,2011," Damascus",0,0,0,0,1780000,10,0,0
"104",22,2011," Damascus",0,0,0,0,1780000,11,0,0
"105",23,2011," Damascus",0,0,0,0,1780000,12,0,0
"106",24,2011," Damascus",0,0,0,0,1780000,13,0,0
"107",25,2011," Damascus",0,0,0,0,1780000,14,0,0
"108",26,2011," Damascus",0,0,0,0,1780000,15,0,0
"109",27,2011," Damascus",0,0,0,0,1780000,16,0,0
"110",28,2011," Damascus",0,0,0,0,1780000,17,0,0
"111",29,2011," Damascus",0,0,0,0,1780000,18,0,0
"112",30,2011," Damascus",0,0,0,0,1780000,19,0,0
"113",31,2011," Damascus",0,0,0,0,1780000,20,0,0
"114",32,2011," Damascus",0,0,0,0,1780000,21,0,0
"115",33,2011," Damascus",0,0,0,0,1780000,22,0,0
"116",34,2011," Damascus",0,0,0,0,1780000,23,0,0
"117",35,2011," Damascus",0,0,0,0,1780000,24,0,0
"118",36,2011," Damascus",0,0,0,0,1780000,25,0,0
"119",37,2011," Damascus",0,0,0,0,1780000,26,0,0
"120",38,2011," Damascus",0,0,0,0,1780000,27,0,0
"121",39,2011," Damascus",0,0,0,0,1780000,28,0,0
"122",40,2011," Damascus",0,0,0,0,1780000,29,0,0
"123",41,2011," Damascus",0,0,0,0,1780000,30,0,0
"124",42,2011," Damascus",0,0,0,0,1780000,31,0,0
"125",43,2011," Damascus",0,0,0,0,1780000,32,0,0
"126",44,2011," Damascus",0,0,0,0,1780000,33,0,0
"127",45,2011," Damascus",0,0,0,0,1780000,34,0,0
"128",46,2011," Damascus",0,0,0,0,1780000,35,0,0
"129",47,2011," Damascus",0,0,0,0,1780000,36,0,0
"130",48,2011," Damascus",0,0,0,0,1780000,37,0,0
"131",49,2011," Damascus",0,0,0,0,1780000,38,0,0
"132",50,2011," Damascus",0,0,0,0,1780000,39,0,0
"133",51,2011," Damascus",0,0,0,0,1780000,40,0,0
"134",52,2011," Damascus",0,0,0,0,1780000,41,0,0
"135",53,2011," Damascus",0,0,0,0,1780000,42,0,0
"136",1,2012," Damascus",0,0,0,0,1780000,43,0,0
"137",2,2012," Damascus",0,0,0,0,1780000,44,0,0
"138",3,2012," Damascus",0,0,0,0,1780000,45,0,0
"139",4,2012," Damascus",0,0,0,0,1780000,46,0,0
"140",5,2012," Damascus",0,0,0,0,1780000,47,0,0
"141",6,2012," Damascus",0,0,0,0,1780000,48,0,0
"142",7,2012," Damascus",0,0,0,0,1780000,49,0,0
"143",8,2012," Damascus",0,0,0,0,1780000,50,0,0
"144",9,2012," Damascus",0,0,0,0,1780000,51,0,0
"145",10,2012," Damascus",0,0,0,0,1780000,52,0,0
"146",11,2012," Damascus",0,0,0,0,1780000,53,0,0
"147",12,2012," Damascus",0,0,0,0,1780000,54,0,0
"148",13,2012," Damascus",0,0,0,0,1780000,55,0,0
"149",14,2012," Damascus",0,0,0,0,1780000,56,0,0
"150",15,2012," Damascus",0,0,0,0,1780000,57,0,0
"151",16,2012," Damascus",0,0,0,0,1780000,58,0,0
"152",17,2012," Damascus",5,2,1,1,1780000,59,0,0
"153",18,2012," Damascus",0,0,0,0,1780000,60,5,2
"154",19,2012," Damascus",0,0,0,0,1780000,61,0,0
"155",20,2012," Damascus",0,0,0,0,1780000,62,0,0
"156",21,2012," Damascus",2,3,1,1,1780000,63,0,0
"157",22,2012," Damascus",0,0,0,0,1780000,64,2,3
"158",23,2012," Damascus",0,0,0,0,1780000,65,0,0
"159",24,2012," Damascus",0,0,0,0,1780000,66,0,0
"160",25,2012," Damascus",4,3,1,1,1780000,67,0,0
"161",26,2012," Damascus",7,2,1,2,1780000,68,4,3
"162",27,2012," Damascus",6,4,1,2,1780000,69,7,2
"163",28,2012," Damascus",12,2,3,4,1780000,70,6,4
"164",29,2012," Damascus",63,10,9,12,1780000,71,12,2
"165",30,2012," Damascus",92,2,4,10,1780000,72,63,10
"166",31,2012," Damascus",18,2,3,3,1780000,73,92,2
"167",31,2012," Damascus",19,1,1,2,1780000,73,18,2
"168",32,2012," Damascus",48,3,3,6,1780000,74,19,1
"169",33,2012," Damascus",34,5,4,4,1780000,75,48,3
"170",34,2012," Damascus",69,1,2,5,1780000,76,34,5
"171",35,2012," Damascus",73,1,12,4,1780000,77,69,1
"172",36,2012," Damascus",37,3,5,5,1780000,78,73,1
"173",37,2012," Damascus",52,3,2,8,1780000,79,37,3
"174",38,2012," Damascus",0,0,0,0,1780000,80,52,3
"175",39,2012," Damascus",66,2,8,4,1780000,81,0,0
"176",40,2012," Damascus",0,0,0,0,1780000,82,66,2
"177",41,2012," Damascus",20,3,3,2,1780000,83,0,0
"178",42,2012," Damascus",15,2,3,4,1780000,84,20,3
"179",43,2012," Damascus",0,0,0,0,1780000,85,15,2
"180",44,2012," Damascus",0,0,0,0,1780000,86,0,0
"181",45,2012," Damascus",41,1,6,4,1780000,87,0,0
"182",46,2012," Damascus",0,0,0,0,1780000,88,41,1
"183",47,2012," Damascus",0,0,0,0,1780000,89,0,0
"184",48,2012," Damascus",0,0,0,0,1780000,90,0,0
"185",12,2011," Damascus Suburbs",0,0,0,0,1877000,1,NA,NA
"186",13,2011," Damascus Suburbs",0,0,0,0,1877000,2,0,0
"187",14,2011," Damascus Suburbs",0,0,0,0,1877000,3,0,0
"188",15,2011," Damascus Suburbs",0,0,0,0,1877000,4,0,0
"189",16,2011," Damascus Suburbs",0,0,0,0,1877000,5,0,0
"190",17,2011," Damascus Suburbs",0,0,0,0,1877000,6,0,0
"191",18,2011," Damascus Suburbs",0,0,0,0,1877000,7,0,0
"192",19,2011," Damascus Suburbs",0,0,0,0,1877000,8,0,0
"193",20,2011," Damascus Suburbs",0,0,0,0,1877000,9,0,0
"194",21,2011," Damascus Suburbs",0,0,0,0,1877000,10,0,0
"195",22,2011," Damascus Suburbs",0,0,0,0,1877000,11,0,0
"196",23,2011," Damascus Suburbs",0,0,0,0,1877000,12,0,0
"197",24,2011," Damascus Suburbs",0,0,0,0,1877000,13,0,0
"198",25,2011," Damascus Suburbs",0,0,0,0,1877000,14,0,0
"199",26,2011," Damascus Suburbs",0,0,0,0,1877000,15,0,0
"200",27,2011," Damascus Suburbs",0,0,0,0,1877000,16,0,0
"201",28,2011," Damascus Suburbs",0,0,0,0,1877000,17,0,0
"202",29,2011," Damascus Suburbs",0,0,0,0,1877000,18,0,0
"203",30,2011," Damascus Suburbs",0,0,0,0,1877000,19,0,0
"204",31,2011," Damascus Suburbs",0,0,0,0,1877000,20,0,0
"205",32,2011," Damascus Suburbs",0,0,0,0,1877000,21,0,0
"206",33,2011," Damascus Suburbs",0,0,0,0,1877000,22,0,0
"207",34,2011," Damascus Suburbs",0,0,0,0,1877000,23,0,0
"208",35,2011," Damascus Suburbs",0,0,0,0,1877000,24,0,0
"209",36,2011," Damascus Suburbs",0,0,0,0,1877000,25,0,0
"210",37,2011," Damascus Suburbs",0,0,0,0,1877000,26,0,0
"211",38,2011," Damascus Suburbs",7,1,1,1,1877000,27,0,0
"212",39,2011," Damascus Suburbs",0,0,0,0,1877000,28,7,1
"213",40,2011," Damascus Suburbs",0,0,0,0,1877000,29,0,0
"214",41,2011," Damascus Suburbs",0,0,0,0,1877000,30,0,0
"215",42,2011," Damascus Suburbs",0,0,0,0,1877000,31,0,0
"216",43,2011," Damascus Suburbs",0,0,0,0,1877000,32,0,0
"217",44,2011," Damascus Suburbs",0,0,0,0,1877000,33,0,0
"218",45,2011," Damascus Suburbs",0,0,0,0,1877000,34,0,0
"219",46,2011," Damascus Suburbs",0,0,0,0,1877000,35,0,0
"220",47,2011," Damascus Suburbs",0,0,0,0,1877000,36,0,0
"221",48,2011," Damascus Suburbs",14,1,3,1,1877000,37,0,0
"222",49,2011," Damascus Suburbs",0,0,0,0,1877000,38,14,1
"223",50,2011," Damascus Suburbs",0,0,0,0,1877000,39,0,0
"224",51,2011," Damascus Suburbs",3,4,1,3,1877000,40,0,0
