"","Status","Sex","Province","Area","Date.of.death","Cause.of.death","Province2"
"284"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"285"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-04-29," Shooting","Dar`a"
"286"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"287"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-29," Shooting","Rif Dimashq"
"288"," Civilian"," Adult - Male"," Daraa"," Teiba",2011-04-29," Shooting","Dar`a"
"289"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"290"," Civilian"," Adult - Male"," Homs"," Karm Zaitun",2011-05-10," Field Execution","Hims"
"291"," Civilian"," Adult - Male"," Daraa"," jasem",2011-05-10," Shooting","Dar`a"
"292"," Civilian"," Adult - Male"," Tartous"," Banyas",2011-05-10," Shooting","Tartus"
"293"," Civilian"," Adult - Male"," Daraa"," jasem",2011-05-10," Shooting","Dar`a"
"294"," Civilian"," Adult - Male"," Daraa"," jasem",2011-05-10," Shooting","Dar`a"
"295"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Ziadiah",2011-05-08," Shooting","Idlib"
"296"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Ziadiah",2011-05-08," Shooting","Idlib"
"297"," Civilian"," Adult - Male"," Hama"," Zira'a",2011-05-08," Shooting","Hamah"
"298"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Ziadiah",2011-05-08," Shooting","Idlib"
"299"," Civilian"," Adult - Male"," Hama"," Zira'a",2011-05-08," Shooting","Hamah"
"300"," Civilian"," Adult - Male"," Daraa"," Daraa al-Balad",2011-05-08," Shooting","Dar`a"
"301"," Civilian"," Adult - Male"," Daraa"," ",2011-05-08," Field Execution","Dar`a"
"302"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-08," Shooting","Idlib"
"303"," Civilian"," Adult - Male"," Homs"," Bayadeh",2011-05-07," Kidnapping - Torture - Execution","Hims"
"304"," Non-Civilian"," Adult - Male"," Idlib"," Jarjanaz",2011-05-07," Shooting","Idlib"
"305"," Civilian"," Child - Male"," Homs"," Kafar Laha",2011-05-07," Shooting","Hims"
"306"," Civilian"," Adult - Female"," Tartous"," Banyas: Marqeb",2011-05-07," Shooting","Tartus"
"307"," Civilian"," Child - Male"," Homs"," Baba Amr",2011-05-06," Shooting","Hims"
"308"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-05-06," Shooting","Dayr Az Zawr"
"309"," Civilian"," Adult - Male"," Homs"," ",2011-05-06," Shooting","Hims"
"310"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-05-06," Shooting","Dayr Az Zawr"
"311"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-05-06," Shooting","Hims"
"312"," Civilian"," Adult - Male"," Lattakia"," ",2011-05-06," Shooting","Lattakia"
"313"," Civilian"," Adult - Male"," Deir Ezzor"," Mayadeen",2011-05-06," Shooting","Dayr Az Zawr"
"314"," Civilian"," Adult - Male"," Lattakia"," Raml Janubi",2011-05-06," Shooting","Lattakia"
"315"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-05-06," Shooting","Dayr Az Zawr"
"316"," Civilian"," Adult - Male"," Homs"," Bab Sbaa",2011-05-06," Shooting","Hims"
"317"," Civilian"," Adult - Male"," Homs"," Bab Sbaa",2011-05-06," Shooting","Hims"
"318"," Civilian"," Adult - Male"," Homs"," Bayada",2011-05-06," Shooting","Hims"
"319"," Civilian"," Adult - Male"," Homs"," Bab Draib",2011-05-06," Shooting","Hims"
"320"," Civilian"," Adult - Male"," Damascus Suburbs"," Hamouria",2011-05-06," Shooting","Rif Dimashq"
"321"," Civilian"," Adult - Male"," Tartous"," Banyas",2011-05-06," Shooting","Tartus"
"322"," Civilian"," Adult - Male"," Tartous"," Banyas",2011-05-06," Shooting","Tartus"
"323"," Civilian"," Adult - Female"," Tartous"," Banyas- Almarkab",2011-05-06," Shooting","Tartus"
"324"," Civilian"," Adult - Female"," Tartous"," Banyas- Almarkab",2011-05-06," Shooting","Tartus"
"325"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Baqqen",2011-05-06," Field Execution","Rif Dimashq"
"326"," Non-Civilian"," Adult - Male"," Daraa"," Nawa",2011-05-05," Shooting","Dar`a"
"327"," Civilian"," Child - Male"," Homs"," Khaldieh",2011-05-04," Shooting","Hims"
"328"," Civilian"," Adult - Male"," Hama"," ",2011-05-04," Shooting","Hamah"
"329"," Non-Civilian"," Adult - Male"," Idlib"," Al-Zawia Mount: Maghara",2011-05-04," Shooting","Idlib"
"330"," Civilian"," Adult - Male"," Hama"," ",2011-05-03," Shooting","Hamah"
"331"," Civilian"," Child - Male"," Daraa"," Tiba",2011-05-03," Shooting","Dar`a"
"332"," Civilian"," Adult - Male"," Daraa"," ",2011-05-03," Shooting","Dar`a"
"333"," Civilian"," Adult - Male"," Hama"," Sabouniyeh",2011-05-03," Shooting","Hamah"
"334"," Civilian"," Adult - Male"," Hama"," ",2011-05-03," Shooting","Hamah"
"335"," Civilian"," Adult - Male"," Hama"," Janub al-Mala'ab",2011-05-03," Shooting","Hamah"
"336"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman: Maar shemsheh",2011-05-02," Shooting","Idlib"
"337"," Civilian"," Child - Male"," Lattakia"," Sakantouri",2011-05-01," Shooting","Lattakia"
"338"," Civilian"," Adult - Female"," Daraa"," jasem",2011-05-19," Shooting","Dar`a"
"339"," Civilian"," Adult - Male"," Lattakia"," Shiekh Daher",2011-05-18," Detention - Torture","Lattakia"
"340"," Non-Civilian"," Adult - Male"," Hasakeh"," Qamishli",2011-05-18," Shooting","Al <U+1E24>asakah"
"341"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-18," Shooting","Hims"
"342"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-18," Shooting","Hims"
"343"," Civilian"," Adult - Male"," Daraa"," Sheikh Miskeen",2011-05-18," Shooting","Dar`a"
"344"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-18," Shooting","Hims"
"345"," Civilian"," Child - Male"," Daraa"," Sanamein",2011-05-17," Shooting","Dar`a"
"346"," Civilian"," Adult - Male"," Daraa"," Maraba",2011-05-17," Shooting","Dar`a"
"347"," Civilian"," Adult - Male"," Daraa"," ",2011-05-17," Shooting","Dar`a"
"348"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"349"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"350"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"351"," Civilian"," Adult - Male"," Damascus Suburbs"," Kanaker",2011-05-17," Shooting","Rif Dimashq"
"352"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"353"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"354"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"355"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-17," Shooting","Hims"
"356"," Civilian"," Child - Female"," Daraa"," Inkhel",2011-05-16," Field Execution","Dar`a"
"357"," Civilian"," Adult - Male"," Damascus Suburbs"," Saqba",2011-05-16," Shooting","Rif Dimashq"
"358"," Civilian"," Adult - Male"," Daraa"," Inkhel",2011-05-16," Field Execution","Dar`a"
"359"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-16," Shooting","Hims"
"360"," Civilian"," Adult - Male"," Daraa"," Inkhel",2011-05-16," Field Execution","Dar`a"
"361"," Civilian"," Adult - Male"," Daraa"," Inkhel",2011-05-16," Field Execution","Dar`a"
"362"," Civilian"," Adult - Male"," Damascus"," ",2011-05-16," Shooting","Damascus"
"363"," Civilian"," Child - Male"," Daraa"," ",2011-05-16," Shooting","Dar`a"
"364"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-15," Shooting","Hims"
"365"," Non-Civilian"," Adult - Male"," Idlib"," Kinsafra",2011-05-15," Shooting","Idlib"
"366"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-05-15," Detention - Torture","Rif Dimashq"
"367"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-15," Shooting","Hims"
"368"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-15," Shooting","Hims"
"369"," Civilian"," Adult - Male"," Daraa"," Dara Al-Balad",2011-05-15," Field Execution","Dar`a"
"370"," Civilian"," Adult - Male"," Daraa"," Dara Al-Balad",2011-05-15," Field Execution","Dar`a"
"371"," Civilian"," Adult - Male"," Daraa"," Dara Al-Balad",2011-05-15," Field Execution","Dar`a"
"372"," Civilian"," Adult - Female"," Homs"," Talkalakh",2011-05-15," Shooting","Hims"
"373"," Non-Civilian"," Adult - Male"," Daraa"," Kafar Shams",2011-05-14," Shooting","Dar`a"
"374"," Non-Civilian"," Adult - Male"," Homs"," ",2011-05-14," Field Execution","Hims"
"375"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-05-13," Shooting","Hims"
"376"," Civilian"," Adult - Male"," Daraa"," ",2011-05-13," Shooting","Dar`a"
"377"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-05-13," Shooting","Hims"
"378"," Civilian"," Adult - Male"," Homs"," ",2011-05-13," Shooting","Hims"
"379"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-05-13," Shooting","Hims"
"380"," Civilian"," Adult - Male"," Homs"," Bab Drieb",2011-05-13," Shooting","Hims"
"381"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-05-13," Shooting","Hims"
"382"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-05-13," Shooting","Rif Dimashq"
"383"," Civilian"," Adult - Male"," Daraa"," jasem",2011-05-11," Other","Dar`a"
"384"," Civilian"," Adult - Female"," Daraa"," Inkhel",2011-05-11," Shooting","Dar`a"
"385"," Civilian"," Adult - Male"," Homs"," Inshaat",2011-05-11," Shooting","Hims"
"386"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2011-05-22," Detention - Torture","Rif Dimashq"
"387"," Civilian"," Adult - Male"," Homs"," ",2011-05-21," Shooting","Hims"
"388"," Civilian"," Child - Male"," Idlib"," Kafroma",2011-05-21," Shooting","Idlib"
"389"," Civilian"," Adult - Male"," Homs"," Deir Baalba",2011-05-21," Field Execution","Hims"
"390"," Civilian"," Adult - Male"," Daraa"," Mtaia",2011-05-21," Shooting","Dar`a"
"391"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-05-21," Field Execution","Hims"
"392"," Civilian"," Adult - Male"," Homs"," ",2011-05-21," Field Execution","Hims"
"393"," Civilian"," Adult - Male"," Homs"," ",2011-05-21," Field Execution","Hims"
"394"," Civilian"," Adult - Male"," Homs"," ",2011-05-21," Field Execution","Hims"
"395"," Civilian"," Adult - Male"," Homs"," ",2011-05-21," Shooting","Hims"
"396"," Civilian"," Adult - Male"," Deir Ezzor"," Mayadeen",2011-05-21," Other","Dayr Az Zawr"
"397"," Civilian"," Adult - Male"," Homs"," ",2011-05-21," Shooting","Hims"
"398"," Civilian"," Adult - Male"," Daraa"," Msaifra",2011-05-21," Detention - Torture","Dar`a"
"399"," Civilian"," Child - Male"," Daraa"," Msaifra",2011-05-21," Shooting","Dar`a"
"400"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-20," Shooting","Idlib"
"401"," Civilian"," Adult - Male"," Idlib"," Jabal Zawyeh: Bilen Village",2011-05-20," Shooting","Idlib"
"402"," Civilian"," Adult - Male"," Homs"," ",2011-05-20," Shooting","Hims"
"403"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-20," Shooting","Idlib"
"404"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-05-20," Shooting","Hims"
"405"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-05-20," Shooting","Dayr Az Zawr"
"406"," Civilian"," Adult - Male"," Idlib"," Mhanbil",2011-05-20," Shooting","Idlib"
"407"," Civilian"," Child - Male"," Homs"," Old Homs: Bab Draib",2011-05-20," Shooting","Hims"
"408"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-20," Shooting","Idlib"
"409"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-20," Shooting","Idlib"
"410"," Non-Civilian"," Adult - Male"," Daraa"," ",2011-05-20," Shooting","Dar`a"
"411"," Civilian"," Adult - Male"," Idlib"," Ballin",2011-05-20," Shooting","Idlib"
"412"," Civilian"," Adult - Male"," Idlib"," Kafranbel",2011-05-20," Shooting","Idlib"
"413"," Civilian"," Adult - Male"," Idlib"," Koreen",2011-05-20," Shooting","Idlib"
"414"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-05-20," Shooting","Dayr Az Zawr"
"415"," Civilian"," Adult - Male"," Idlib"," Ghadfa",2011-05-20," Shooting","Idlib"
"416"," Civilian"," Adult - Male"," Idlib"," Mastoma",2011-05-20," Shooting","Idlib"
"417"," Civilian"," Adult - Male"," Homs"," ",2011-05-20," Shooting","Hims"
"418"," Civilian"," Adult - Male"," Homs"," Bayadeh",2011-05-20," Shooting","Hims"
"419"," Civilian"," Adult - Male"," Daraa"," Sanamein",2011-05-20," Shooting","Dar`a"
"420"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-05-20," Shooting","Dayr Az Zawr"
"421"," Civilian"," Adult - Male"," Idlib"," Has",2011-05-20," Shooting","Idlib"
"422"," Civilian"," Child - Male"," Homs"," Old Homs: Bab Draib",2011-05-20," Shooting","Hims"
"423"," Civilian"," Adult - Male"," Homs"," Qosair",2011-05-20," Shooting","Hims"
"424"," Civilian"," Adult - Male"," Homs"," Waer",2011-05-20," Shooting","Hims"
"425"," Civilian"," Adult - Male"," Idlib"," Ariha",2011-05-20," Shooting","Idlib"
"426"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-20," Shooting","Idlib"
"427"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-05-20," Shooting","Idlib"
"428"," Civilian"," Adult - Male"," Hama"," ",2011-05-20," Shooting","Hamah"
"429"," Civilian"," Adult - Male"," Homs"," ",2011-05-20," Shooting","Hims"
"430"," Civilian"," Adult - Male"," Idlib"," Ehsim",2011-05-20," Shooting","Idlib"
"431"," Civilian"," Adult - Male"," Daraa"," Saida",2011-05-20," Shooting","Dar`a"
"432"," Civilian"," Adult - Male"," Idlib"," Ariha",2011-05-20," Shooting","Idlib"
"433"," Non-Civilian"," Adult - Male"," Idlib"," Maarshamsha",2011-05-20," Shooting","Idlib"
"434"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"435"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"436"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-31," Detention - Torture - Execution","Hims"
"437"," Civilian"," Child - Female"," Daraa"," Hirak",2011-05-31," Field Execution","Dar`a"
"438"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"439"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-05-31," Shooting","Dar`a"
"440"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"441"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"442"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"443"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-05-31," Shooting","Dar`a"
"444"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-31," Shooting","Hims"
"445"," Civilian"," Adult - Female"," Daraa"," Hirak",2011-05-31," Shooting","Dar`a"
"446"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-30," Detention - Torture - Execution","Hims"
"447"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-05-30," Shooting","Dar`a"
"448"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-30," Detention - Torture - Execution","Hims"
"449"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-05-30," Shooting","Hims"
"450"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-05-30," Shooting","Dar`a"
"451"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-05-30," Shooting","Hims"
"452"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-05-30," Shooting","Dar`a"
"453"," Civilian"," Adult - Female"," Homs"," Rastan",2011-05-30," Shooting","Hims"
"454"," Civilian"," Adult - Male"," Homs"," Talkalakh",2011-05-30," Detention - Torture","Hims"
"455"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-29," Shooting","Hims"
"456"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-29," Shooting","Hims"
"457"," Civilian"," Child - Female"," Homs"," Rastan",2011-05-29," Shooting","Hims"
"458"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-05-29," Shooting","Hims"
"459"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-05-29," Field Execution","Hims"
"460"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-05-29," Shooting","Hims"
"461"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-05-29," Shooting","Hims"
"462"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-05-29," Shooting","Hims"
"463"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-29," Shooting","Hims"
"464"," Civilian"," Adult - Female"," Homs"," Talbiseh",2011-05-29," Shooting","Hims"
"465"," Civilian"," Adult - Male"," Aleppo"," ",2011-05-28," Detention - Torture","Aleppo"
"466"," Civilian"," Adult - Male"," Homs"," Bab Draib",2011-05-28," Shooting","Hims"
"467"," Civilian"," Adult - Male"," Homs"," Houla",2011-05-28," Shooting","Hims"
"468"," Civilian"," Adult - Female"," Hama"," ",2011-05-28," Shooting","Hamah"
"469"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-27," Shooting","Hims"
"470"," Civilian"," Adult - Male"," Damascus Suburbs"," Qatana",2011-05-27," Shooting","Rif Dimashq"
"471"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-05-27," Shooting","Lattakia"
"472"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-05-27," Shooting","Hims"
"473"," Civilian"," Adult - Male"," Homs"," Rastan",2011-05-27," Shooting","Hims"
"474"," Civilian"," Adult - Male"," Damascus Suburbs"," Qatana",2011-05-27," Shooting","Rif Dimashq"
"475"," Civilian"," Adult - Male"," Daraa"," Dael",2011-05-27," Shooting","Dar`a"
"476"," Civilian"," Adult - Male"," Daraa"," Dael",2011-05-27," Shooting","Dar`a"
"477"," Civilian"," Adult - Male"," Daraa"," Msaifra",2011-05-26," Detention - Torture","Dar`a"
"478"," Civilian"," Adult - Male"," Daraa"," Daraa Camp",2011-05-25," Field Execution","Dar`a"
"479"," Civilian"," Adult - Male"," Daraa"," Msaifra",2011-05-24," Detention - Torture","Dar`a"
"480"," Non-Civilian"," Adult - Male"," Homs"," Houla",2011-05-23," Shooting","Hims"
"481"," Civilian"," Adult - Male"," Damascus Suburbs"," Daraya",2011-05-22," Shooting","Rif Dimashq"
"482"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour",2011-06-04," Shooting","Idlib"
"483"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour",2011-06-04," Shooting","Idlib"
"484"," Civilian"," Adult - Male"," Aleppo"," ",2011-06-04," Shooting","Aleppo"
"485"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour",2011-06-04," Shooting","Idlib"
"486"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour",2011-06-04," Shooting","Idlib"
"487"," Civilian"," Adult - Female"," Idlib"," Jisr Al-Shoghour",2011-06-04," Shooting","Idlib"
"488"," Civilian"," Child - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"489"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"490"," Civilian"," Adult - Male"," Idlib"," Has",2011-06-03," Shooting","Idlib"
"491"," Civilian"," Adult - Male"," Hama"," Qosour",2011-06-03," Shooting","Hamah"
"492"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"493"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"494"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"495"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"496"," Civilian"," Adult - Male"," Hama"," Taawonia",2011-06-03," Shooting","Hamah"
"497"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"498"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"499"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"500"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"501"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"502"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"503"," Civilian"," Adult - Male"," Hama"," Jarajmeh",2011-06-03," Shooting","Hamah"
"504"," Civilian"," Adult - Male"," Hama"," Janub al-Malaab",2011-06-03," Shooting","Hamah"
"505"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"506"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"507"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"508"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"509"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"510"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"511"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"512"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"513"," Civilian"," Adult - Male"," Hama"," Sharqia",2011-06-03," Shooting","Hamah"
"514"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"515"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
"516"," Civilian"," Adult - Male"," Hama"," ",2011-06-03," Shooting","Hamah"
